grid,position,positionOrder,points,laps,milliseconds,fastestLap,fastestLapTime,fastestLapSpeed,name,nationality_y,avg_pitstop,longest_pitstop,shortest_pitstop,pitstops,driver_name,age
7,7,7,6.0,58,5511316,50,92.446,207.870,McLaren,British,23239.0,23239,23239,1,Lando Norris,24.0
7,8,8,4.0,56,5760947,41,100.22800000000001,198.016,McLaren,British,24966.5,25548,24385,2,Lando Norris,24.0
7,10,10,1.0,50,7636476,49,91.914,241.817,McLaren,British,718284.0,1116576,20973,3,Lando Norris,24.0
3,7,7,6.0,58,5476545,58,86.762,219.123,McLaren,British,21776.5,22173,21380,2,Lando Norris,24.0
13,15,15,0.0,57,5909919,51,96.988,200.882,McLaren,British,25636.666666666668,27367,24568,3,Lando Norris,24.0
11,7,7,6.0,50,5115417,46,92.753,239.629,McLaren,British,20383.0,20383,20383,1,Lando Norris,24.0
4,5,5,10.0,58,5319851,55,82.248,231.018,McLaren,British,17556.0,17556,17556,1,Lando Norris,24.0
5,3,3,15.0,63,5562820,61,80.90299999999999,218.439,McLaren,British,30070.0,30070,30070,1,Lando Norris,24.0
11,8,8,4.0,66,5923710,53,85.619,196.568,McLaren,British,22474.0,23341,21916,3,Lando Norris,24.0
5,6,6,9.0,64,7002496,55,74.693,160.834,McLaren,British,314317.0,1183029,24607,4,Lando Norris,24.0
11,9,9,2.0,51,5738497,37,107.997,200.105,McLaren,British,21443.0,21443,21443,1,Lando Norris,24.0
14,15,15,0.0,70,5833902,63,77.495,202.588,McLaren,British,33583.0,43032,24134,2,Lando Norris,24.0
6,6,6,8.0,52,8282254,47,91.645,231.410,McLaren,British,1033607.0,3043215,28659,3,Lando Norris,24.0
5,7,7,6.0,53,5454138,43,99.037,212.356,McLaren,British,37539.0,37539,37539,1,Lando Norris,24.0
4,7,7,6.0,70,6054212,47,83.043,189.920,McLaren,British,22711.0,23567,21855,2,Lando Norris,24.0
17,12,12,0.0,44,5257633,31,111.678,225.777,McLaren,British,23298.0,23560,23036,2,Lando Norris,24.0
7,7,7,6.0,72,5822079,63,74.706,205.236,McLaren,British,20561.333333333332,21264,19303,3,Lando Norris,24.0
3,7,7,6.0,53,4833718,43,84.718,246.167,McLaren,British,25749.0,26714,24784,2,Lando Norris,24.0
6,4,4,12.0,59,7361371,56,109.212,166.893,McLaren,British,30528.0,30528,30528,1,Lando Norris,24.0
10,10,10,1.0,28,10974786,8,108.175,193.253,McLaren,British,215425.5,406256,24595,2,Lando Norris,24.0
6,6,6,8.0,56,6185472,49,101.322,195.878,McLaren,British,23864.0,24026,23702,2,Lando Norris,24.0
7,6,6,9.0,58,5322148,44,88.39099999999999,215.085,McLaren,British,21896.5,22234,21559,2,Lando Norris,24.0
3,5,5,10.0,58,5448786,45,89.759,212.689,Mercedes,German,21982.666666666668,22155,21778,3,Lewis Hamilton,39.0
4,3,3,15.0,56,5948862,32,101.001,197.570,Mercedes,German,22304.5,24933,21271,4,Lewis Hamilton,39.0
1,3,3,15.0,56,5799267,50,99.981,196.273,Mercedes,German,20187.666666666668,20584,19600,3,Lewis Hamilton,39.0
9,5,5,10.0,57,5795728,48,98.20400000000001,198.395,Mercedes,German,21705.333333333332,22072,21444,3,Lewis Hamilton,39.0
2,4,4,12.0,78,8285950,76,78.133,153.891,Mercedes,German,24801.0,24801,24801,1,Lewis Hamilton,39.0
2,3,3,15.0,70,5545085,69,76.354,205.615,Mercedes,German,20767.5,20879,20656,2,Lewis Hamilton,39.0
1,4,4,12.0,52,5587212,51,94.15899999999999,225.231,Mercedes,German,26830.5,29026,24635,2,Lewis Hamilton,39.0
1,5,5,10.0,60,6101638,57,94.156,196.830,Mercedes,German,19374.666666666668,19487,19316,3,Lewis Hamilton,39.0
1,1,1,25.0,70,6149445,69,84.64699999999999,186.322,Mercedes,German,21810.0,22136,21454,3,Lewis Hamilton,39.0
1,3,3,15.0,44,5049930,39,111.596,225.943,Mercedes,German,23039.5,23397,22682,2,Lewis Hamilton,39.0
12,9,9,2.0,53,4746879,51,85.849,242.924,Mercedes,German,24387.5,24460,24315,2,Lewis Hamilton,39.0
5,5,5,10.0,61,7206291,59,109.916,165.890,Mercedes,German,29558.5,30085,29032,2,Lewis Hamilton,39.0
2,5,5,10.0,55,6218956,53,102.539,197.134,Mercedes,German,22260.5,22270,22251,2,Lewis Hamilton,39.0
3,6,6,8.0,60,5524662,53,89.05199999999999,207.182,Mercedes,German,23560.0,23574,23546,2,Lewis Hamilton,39.0
4,7,7,6.0,55,5965373,47,105.463,189.586,Mercedes,German,21490.5,21609,21372,2,Lewis Hamilton,39.0
5,4,4,12.0,56,5984506,50,100.818,196.857,Mercedes,German,23904.0,23904,23904,1,Lewis Hamilton,39.0
5,9,9,2.0,71,5629203,51,76.69200000000001,202.268,Mercedes,German,21487.666666666668,24423,17385,3,Lewis Hamilton,39.0
1,1,1,25.0,56,6025974,53,103.066,193.611,Mercedes,German,24794.666666666668,25296,24484,3,Lewis Hamilton,39.0
2,1,1,25.0,57,5982743,49,97.108,200.634,Mercedes,German,24916.5,25146,24687,2,Lewis Hamilton,39.0
1,1,1,25.0,54,5608338,42,101.196,193.916,Mercedes,German,23483.5,23999,22968,2,Lewis Hamilton,39.0
1,1,1,25.0,66,6065155,54,89.483,187.275,Mercedes,German,23270.5,23590,22951,2,Lewis Hamilton,39.0
2,2,2,18.0,78,6576871,34,79.361,151.510,Mercedes,German,27509.0,27509,27509,1,Lewis Hamilton,39.0
9,2,2,18.0,71,5276908,41,72.217,215.650,Mercedes,German,22390.5,22555,22226,2,Lewis Hamilton,39.0
6,1,1,25.0,52,8812094,26,97.176,218.239,Mercedes,German,29485.0,29679,29291,2,Lewis Hamilton,39.0
20,3,3,15.0,67,5645444,53,79.908,206.066,Mercedes,German,19832.0,19918,19710,3,Lewis Hamilton,39.0
22,3,3,15.0,70,6790915,36,87.38,180.494,Mercedes,German,23582.0,23800,23364,2,Lewis Hamilton,39.0
1,1,1,25.0,53,4750236,29,88.004,236.975,Mercedes,German,24453.0,24453,24453,1,Lewis Hamilton,39.0
1,1,1,25.0,60,7204795,39,110.417,165.137,Mercedes,German,29915.333333333332,31040,29284,3,Lewis Hamilton,39.0
2,1,1,25.0,44,6703021,39,111.6,187.322,Mercedes,German,394954.3333333333,1137295,23677,3,Lewis Hamilton,39.0
1,1,1,25.0,53,5510744,48,101.606,207.200,Mercedes,German,30503.0,30503,30503,1,Lewis Hamilton,39.0
2,1,1,25.0,56,6004785,49,101.929,194.712,Mercedes,German,24306.0,24368,24244,2,Lewis Hamilton,39.0
2,2,2,18.0,71,5404012,62,73.555,210.895,Mercedes,German,23483.0,24224,22874,3,Lewis Hamilton,39.0
2,1,1,50.0,55,5942619,49,105.59899999999999,189.342,Mercedes,German,21886.0,21887,21885,2,Lewis Hamilton,39.0
1,1,1,25.0,58,5514067,50,90.945,209.915,Mercedes,German,22295.0,22295,22295,1,Lewis Hamilton,39.0
1,2,2,18.0,56,6074362,45,103.125,193.501,Mercedes,German,24956.0,26094,24179,3,Lewis Hamilton,39.0
1,1,1,25.0,56,5982008,31,102.208,191.996,Mercedes,German,22440.0,22645,22235,2,Lewis Hamilton,39.0
1,1,1,25.0,57,5705809,38,97.857,199.098,Mercedes,German,25159.5,25791,24528,2,Lewis Hamilton,39.0
2,2,2,18.0,66,6090106,54,88.27,189.849,Mercedes,German,23092.666666666668,24586,21965,3,Lewis Hamilton,39.0
1,3,3,15.0,78,6564473,42,78.676,152.692,Mercedes,German,24838.0,25495,24181,2,Lewis Hamilton,39.0
1,1,1,25.0,70,5513145,64,77.47200000000001,202.648,Mercedes,German,23708.0,23708,23708,1,Lewis Hamilton,39.0
1,2,2,18.0,71,5425730,60,71.475,217.888,Mercedes,German,21869.0,21869,21869,1,Lewis Hamilton,39.0
1,1,1,25.0,52,5487729,29,97.093,218.425,Mercedes,German,28698.0,28979,28417,2,Lewis Hamilton,39.0
1,6,6,8.0,69,6422010,68,85.727,183.974,Mercedes,German,21281.166666666668,27715,16579,6,Lewis Hamilton,39.0
1,1,1,25.0,43,5020387,34,112.50399999999999,224.120,Mercedes,German,22679.0,22955,22403,2,Lewis Hamilton,39.0
1,1,1,25.0,53,4680688,48,86.672,240.617,Mercedes,German,24368.0,24368,24368,1,Lewis Hamilton,39.0
2,1,1,25.0,53,5286508,33,96.14500000000001,217.434,Mercedes,German,22957.5,23165,22750,2,Lewis Hamilton,39.0
2,1,1,25.0,53,5831024,44,100.57300000000001,209.328,Mercedes,German,30216.0,30216,30216,1,Lewis Hamilton,39.0
2,1,1,25.0,56,6652703,48,100.738,197.014,Mercedes,German,24221.0,24354,24088,2,Lewis Hamilton,39.0
2,2,2,18.0,71,6156992,67,80.723,191.945,Mercedes,German,22316.0,22328,22304,2,Lewis Hamilton,39.0
2,2,2,18.0,71,5476846,51,74.832,207.296,Mercedes,German,23470.666666666668,24328,22936,3,Lewis Hamilton,39.0
2,2,2,18.0,55,5918446,44,104.517,191.302,Mercedes,German,21369.0,21392,21346,2,Lewis Hamilton,39.0
1,2,2,18.0,57,6503625,48,90.646,210.608,Mercedes,German,556013.5,1090087,21940,2,Lewis Hamilton,39.0
1,3,3,15.0,57,5644844,43,94.67699999999999,205.785,Mercedes,German,24688.666666666668,25030,24512,3,Lewis Hamilton,39.0
22,7,7,6.0,56,6012121,32,100.662,194.945,Mercedes,German,24425.2,29322,22301,5,Lewis Hamilton,39.0
10,2,2,18.0,53,5587019,36,100.26599999999999,209.969,Mercedes,German,30001.0,30001,30001,1,Lewis Hamilton,39.0
3,1,1,25.0,78,7169133,71,77.939,154.135,Mercedes,German,26315.0,26315,26315,1,Lewis Hamilton,39.0
1,1,1,25.0,70,5465296,68,75.981,206.625,Mercedes,German,22243.0,22243,22243,1,Lewis Hamilton,39.0
10,5,5,10.0,51,5628701,42,106.822,202.306,Mercedes,German,20108.0,20108,20108,1,Lewis Hamilton,39.0
1,1,1,25.0,71,5258107,67,68.411,227.647,Mercedes,German,20181.5,22918,16983,4,Lewis Hamilton,39.0
1,1,1,25.0,52,5695831,45,95.771,221.440,Mercedes,German,29535.5,30343,28728,2,Lewis Hamilton,39.0
2,1,1,25.0,70,6030115,69,83.849,188.095,Mercedes,German,21607.0,21773,21441,2,Lewis Hamilton,39.0
2,1,1,25.0,67,5444200,52,78.746,209.107,Mercedes,German,18543.0,18650,18475,3,Lewis Hamilton,39.0
21,3,3,15.0,44,6318692,40,111.583,225.969,Mercedes,German,349084.3333333333,1000478,22432,3,Lewis Hamilton,39.0
1,2,2,18.0,53,4663159,27,86.303,241.646,Mercedes,German,23633.0,23633,23633,1,Lewis Hamilton,39.0
3,3,3,15.0,61,6956988,52,107.75200000000001,169.221,Mercedes,German,27584.75,29150,24453,4,Lewis Hamilton,39.0
2,3,3,15.0,53,5209109,36,95.152,219.703,Mercedes,German,22860.5,22989,22732,2,Lewis Hamilton,39.0
1,1,1,25.0,56,5892618,45,102.386,193.842,Mercedes,German,23588.0,23601,23575,2,Lewis Hamilton,39.0
1,1,1,25.0,71,6031402,66,82.596,187.592,Mercedes,German,21709.0,21709,21709,1,Lewis Hamilton,39.0
1,1,1,25.0,71,10861335,44,85.639,181.137,Mercedes,German,1746204.5,2010361,1482048,2,Lewis Hamilton,39.0
1,1,1,25.0,55,5884013,37,105.137,190.174,Mercedes,German,21977.5,22600,21355,2,Lewis Hamilton,39.0
1,2,2,18.0,57,5061647,44,87.033,219.351,Mercedes,German,21709.0,21709,21709,1,Lewis Hamilton,39.0
1,1,1,25.0,56,5856158,44,95.378,205.745,Mercedes,German,20255.0,22999,17616,4,Lewis Hamilton,39.0
2,2,2,18.0,57,5640034,46,92.798,209.952,Mercedes,German,30684.5,30687,30682,2,Lewis Hamilton,39.0
4,4,4,12.0,52,5325063,18,98.398,213.955,Mercedes,German,29739.0,29739,29739,1,Lewis Hamilton,39.0
1,1,1,25.0,66,5756497,64,83.593,200.471,Mercedes,German,21633.0,21722,21544,2,Lewis Hamilton,39.0
13,7,7,6.0,78,6300141,54,75.825,158.433,Mercedes,German,24155.0,24155,24155,1,Lewis Hamilton,39.0
1,1,1,25.0,70,5585154,64,74.551,210.588,Mercedes,German,23061.0,23061,23061,1,Lewis Hamilton,39.0
1,5,5,10.0,51,7441761,46,103.469,208.862,Mercedes,German,343361.25,1310768,15234,4,Lewis Hamilton,39.0
8,4,4,12.0,71,4915953,69,67.411,230.597,Mercedes,German,20761.0,20761,20761,1,Lewis Hamilton,39.0
1,1,1,25.0,51,4887430,48,90.621,234.025,Mercedes,German,27733.0,27733,27733,1,Lewis Hamilton,39.0
4,4,4,12.0,70,5999598,66,80.818,195.149,Mercedes,German,21338.0,21338,21338,1,Lewis Hamilton,39.0
1,1,1,25.0,44,5082820,35,106.60300000000001,236.526,Mercedes,German,22197.0,22357,22037,2,Lewis Hamilton,39.0
1,1,1,25.0,53,4532312,50,83.488,249.793,Mercedes,German,23725.0,23725,23725,1,Lewis Hamilton,39.0
5,1,1,25.0,58,7403544,55,105.00800000000001,173.643,Mercedes,German,26903.25,30442,24337,4,Lewis Hamilton,39.0
1,2,2,18.0,56,5414060,48,94.452,211.269,Mercedes,German,23489.0,23489,23489,1,Lewis Hamilton,39.0
1,1,1,25.0,53,5251194,43,93.78,222.917,Mercedes,German,22724.0,22724,22724,1,Lewis Hamilton,39.0
1,1,1,25.0,56,5630991,48,98.77600000000001,200.927,Mercedes,German,23402.0,23402,23402,1,Lewis Hamilton,39.0
20,4,4,12.0,71,5491730,63,71.845,215.914,Mercedes,German,20115.0,23121,18725,4,Lewis Hamilton,39.0
2,2,2,18.0,55,5657961,51,101.473,197.041,Mercedes,German,21274.0,21274,21274,1,Lewis Hamilton,39.0
1,2,2,18.0,58,5378319,50,86.444,220.845,Mercedes,German,21821.0,21821,21821,1,Lewis Hamilton,39.0
9,3,3,15.0,57,5528452,51,93.953,207.371,Mercedes,German,24302.0,24302,24302,1,Lewis Hamilton,39.0
4,4,4,12.0,56,5753365,20,96.878,202.559,Mercedes,German,22464.0,22464,22464,1,Lewis Hamilton,39.0
2,1,1,25.0,51,6224291,35,105.412,205.012,Mercedes,German,20853.0,21329,20377,2,Lewis Hamilton,39.0
1,1,1,25.0,66,5729972,64,79.133,211.770,Mercedes,German,22085.0,22085,22085,1,Lewis Hamilton,39.0
3,3,3,15.0,78,6191820,15,76.27,157.508,Mercedes,German,23739.0,23739,23739,1,Lewis Hamilton,39.0
4,5,5,10.0,68,5332936,66,74.18299999999999,211.633,Mercedes,German,23335.0,23335,23335,1,Lewis Hamilton,39.0
1,1,1,25.0,53,5411385,49,94.509,222.531,Mercedes,German,24310.0,24310,24310,1,Lewis Hamilton,39.0
1,2,2,18.0,52,5252048,52,91.245,232.424,Mercedes,German,28982.0,28982,28982,1,Lewis Hamilton,39.0
14,1,1,25.0,67,5549845,66,75.545,217.968,Mercedes,German,18978.0,18978,18978,1,Lewis Hamilton,39.0
1,1,1,25.0,70,5836427,63,81.107,194.454,Mercedes,German,21480.0,21480,21480,1,Lewis Hamilton,39.0
1,2,2,18.0,44,5025537,23,106.721,236.264,Mercedes,German,20873.5,22375,19372,2,Lewis Hamilton,39.0
3,1,1,25.0,53,4614484,30,82.497,252.794,Mercedes,German,23728.0,23728,23728,1,Lewis Hamilton,39.0
1,1,1,25.0,61,6671611,56,102.913,177.108,Mercedes,German,28946.0,28946,28946,1,Lewis Hamilton,39.0
2,1,1,25.0,53,5245181,50,95.916,219.492,Mercedes,German,29551.0,29551,29551,1,Lewis Hamilton,39.0
1,1,1,25.0,53,5237062,51,92.785,225.307,Mercedes,German,22614.0,22614,22614,1,Lewis Hamilton,39.0
1,3,3,15.0,56,5660985,40,97.392,203.782,Mercedes,German,23804.0,23915,23693,2,Lewis Hamilton,39.0
3,4,4,12.0,71,5987589,49,80.72800000000001,191.933,Mercedes,German,22334.0,22399,22269,2,Lewis Hamilton,39.0
1,1,1,25.0,71,5229066,70,71.795,216.065,Mercedes,German,22641.0,22641,22641,1,Lewis Hamilton,39.0
1,1,1,25.0,55,5980382,53,101.357,197.267,Mercedes,German,21283.0,21283,21283,1,Lewis Hamilton,39.0
1,2,2,18.0,58,5148211,57,86.057,221.839,Mercedes,German,21515.0,21515,21515,1,Lewis Hamilton,39.0
3,1,1,25.0,57,5661295,36,93.52799999999999,208.314,Mercedes,German,24289.5,24324,24255,2,Lewis Hamilton,39.0
2,1,1,25.0,56,5526350,47,95.892,204.642,Mercedes,German,23120.5,23597,22644,2,Lewis Hamilton,39.0
2,2,2,18.0,51,5514466,48,104.166,207.465,Mercedes,German,19993.0,19993,19993,1,Lewis Hamilton,39.0
2,1,1,26.0,66,5750443,54,78.492,213.499,Mercedes,German,22388.0,22511,22265,2,Lewis Hamilton,39.0
1,1,1,25.0,78,6208437,9,76.167,157.721,Mercedes,German,24266.0,24266,24266,1,Lewis Hamilton,39.0
2,1,1,25.0,70,5347084,62,74.813,209.851,Mercedes,German,23662.0,23662,23662,1,Lewis Hamilton,39.0
1,1,1,25.0,53,5071198,53,92.76400000000001,226.717,Mercedes,German,30186.0,30186,30186,1,Lewis Hamilton,39.0
4,5,5,10.0,71,4944627,69,68.05,228.432,Mercedes,German,30067.0,30067,30067,1,Lewis Hamilton,39.0
2,1,1,26.0,52,4868452,52,87.369,242.735,Mercedes,German,28905.0,28905,28905,1,Lewis Hamilton,39.0
1,9,9,2.0,64,6290942,64,78.811,208.935,Mercedes,German,29811.0,69022,19610,6,Lewis Hamilton,39.0
3,1,1,25.0,70,5703796,60,78.52799999999999,200.840,Mercedes,German,22135.0,22880,21390,2,Lewis Hamilton,39.0
3,2,2,18.0,44,5026691,24,106.58,236.577,Mercedes,German,23497.0,23497,23497,1,Lewis Hamilton,39.0
2,3,3,16.0,53,4561864,51,81.779,255.014,Mercedes,German,23821.5,23912,23731,2,Lewis Hamilton,39.0
2,4,4,12.0,61,7118275,58,104.914,173.730,Mercedes,German,28930.0,28930,28930,1,Lewis Hamilton,39.0
2,1,1,26.0,53,5618992,51,95.761,219.847,Mercedes,German,29751.0,29751,29751,1,Lewis Hamilton,39.0
4,3,3,16.0,52,4920613,45,90.983,229.770,Mercedes,German,23586.5,23591,23582,2,Lewis Hamilton,39.0
3,1,1,25.0,71,5808904,66,79.461,194.993,Mercedes,German,22269.0,22269,22269,1,Lewis Hamilton,39.0
5,4,4,12.0,71,5461428,67,67.712,229.572,Mercedes,German,19107.5,21850,16365,2,Lewis Hamilton,39.0
5,2,2,18.0,56,5639801,26,98.446,201.600,Mercedes,German,23943.0,23943,23943,1,Lewis Hamilton,39.0
3,7,7,6.0,71,5605817,46,71.082,218.232,Mercedes,German,23010.0,23088,22882,3,Lewis Hamilton,39.0
1,1,1,26.0,55,5645715,53,99.283,201.387,Mercedes,German,22178.0,22178,22178,1,Lewis Hamilton,39.0
1,1,1,25.0,71,4970683,68,66.719,232.989,Mercedes,German,21729.0,21729,21729,1,Lewis Hamilton,39.0
1,1,1,26.0,70,5772473,70,76.627,205.823,Mercedes,German,22336.666666666668,22426,22264,3,Lewis Hamilton,39.0
1,1,1,25.0,52,5281283,45,89.238,237.652,Mercedes,German,28805.0,28805,28805,1,Lewis Hamilton,39.0
2,2,2,19.0,52,4793319,43,88.451,239.766,Mercedes,German,28904.0,29402,28406,2,Lewis Hamilton,39.0
1,1,1,25.0,66,5505279,63,79.822,209.942,Mercedes,German,22615.0,23377,21853,2,Lewis Hamilton,39.0
1,1,1,25.0,44,5048761,28,107.75800000000001,233.990,Mercedes,German,23298.0,23298,23298,1,Lewis Hamilton,39.0
1,7,7,7.0,53,6443301,34,82.746,252.033,Mercedes,German,524392.6666666666,1516864,24671,3,Lewis Hamilton,39.0
1,1,1,26.0,59,8375060,58,78.833,239.518,Mercedes,German,560077.6,1436696,17536,5,Lewis Hamilton,39.0
1,3,3,15.0,53,5663093,48,98.075,214.660,Mercedes,German,41352.0,41352,41352,1,Lewis Hamilton,39.0
2,1,1,25.0,60,5749641,58,88.145,210.253,Mercedes,German,23581.5,23983,23180,2,Lewis Hamilton,39.0
1,1,1,26.0,66,5396828,63,78.75,212.708,Mercedes,German,27162.0,27162,27162,1,Lewis Hamilton,39.0
2,1,1,26.0,63,5312430,63,75.484,234.121,Mercedes,German,30653.5,30925,30382,2,Lewis Hamilton,39.0
6,1,1,25.0,58,6139313,56,99.413,193.302,Mercedes,German,23860.0,23860,23860,1,Lewis Hamilton,39.0
1,1,1,25.0,57,10787515,38,92.864,209.803,Mercedes,German,404128.3333333333,1163979,24061,3,Lewis Hamilton,39.0
3,3,3,15.0,55,5807060,37,101.42,197.144,Mercedes,German,22406.0,22406,22406,1,Lewis Hamilton,39.0
2,1,1,25.0,56,5523897,44,94.015,207.235,Mercedes,German,24457.5,24839,24076,2,Lewis Hamilton,39.0
1,2,2,19.0,63,7376598,60,76.702,230.403,Mercedes,German,407727.75,1494731,32112,4,Lewis Hamilton,39.0
2,1,1,25.0,66,5671421,47,80.93299999999999,206.971,Mercedes,German,23832.333333333332,26907,22164,3,Lewis Hamilton,39.0
1,1,1,25.0,66,5587680,54,80.66499999999999,208.640,Mercedes,German,22149.0,22220,22078,2,Lewis Hamilton,39.0
7,7,7,7.0,78,6005051,69,72.909,164.769,Mercedes,German,24013.5,24244,23783,2,Lewis Hamilton,39.0
2,15,15,0.0,51,8034078,43,104.769,206.270,Mercedes,German,679608.3333333334,2000923,15432,3,Lewis Hamilton,39.0
2,2,2,18.0,53,5248674,44,97.41,215.903,Mercedes,German,30263.0,30263,30263,1,Lewis Hamilton,39.0
2,2,2,19.0,71,4974668,71,67.05799999999999,231.811,Mercedes,German,21429.5,21640,21219,2,Lewis Hamilton,39.0
4,4,4,12.0,71,5080995,55,68.126,228.177,Mercedes,German,21213.0,21421,21005,2,Lewis Hamilton,39.0
2,1,1,25.0,52,7103284,45,89.699,236.430,Mercedes,German,1044321.0,2048376,40266,2,Lewis Hamilton,39.0
1,2,2,18.0,70,7485935,49,78.715,200.363,Mercedes,German,378428.5,1449259,21208,4,Lewis Hamilton,39.0
2,2,2,19.0,72,5426327,72,71.097,215.654,Mercedes,German,19280.0,19770,18868,3,Lewis Hamilton,39.0
4,1,1,25.0,53,5441001,43,97.575,215.760,Mercedes,German,29961.5,30045,29878,2,Lewis Hamilton,39.0
11,5,5,10.0,58,5505915,52,92.763,207.160,Mercedes,German,22684.0,22684,22684,1,Lewis Hamilton,39.0
2,2,2,19.0,56,5677885,41,98.485,201.521,Mercedes,German,24078.5,24481,23676,2,Lewis Hamilton,39.0
2,2,2,18.0,71,5935641,66,79.82,194.116,Mercedes,German,22373.0,22373,22373,1,Lewis Hamilton,39.0
10,1,1,25.0,71,5542851,46,71.982,215.503,Mercedes,German,20481.0,22690,17910,4,Lewis Hamilton,39.0
1,1,1,25.0,57,5068471,50,85.084,227.633,Mercedes,German,25308.0,25381,25235,2,Lewis Hamilton,39.0
1,1,1,26.0,50,7575118,47,90.73400000000001,244.962,Mercedes,German,701036.6666666666,1086674,20580,3,Lewis Hamilton,39.0
2,2,2,18.0,58,5419601,43,86.615,219.495,Mercedes,German,21595.0,21595,21595,1,Lewis Hamilton,39.0
5,3,3,15.0,57,5863259,53,96.22800000000001,202.469,Mercedes,German,25525.333333333332,25796,25201,3,Lewis Hamilton,39.0
15,10,10,1.0,50,5133241,47,92.997,239.001,Mercedes,German,21788.0,21788,21788,1,Lewis Hamilton,39.0
5,4,4,12.0,58,5295091,51,81.886,232.039,Mercedes,German,17877.0,17877,17877,1,Lewis Hamilton,39.0
6,6,6,8.0,57,5685626,55,92.941,209.629,Mercedes,German,18820.0,18820,18820,1,Lewis Hamilton,39.0
6,5,5,10.0,66,5895009,51,84.253,199.755,Mercedes,German,25133.333333333332,31054,22105,3,Lewis Hamilton,39.0
8,8,8,4.0,64,7040653,51,77.203,155.605,Mercedes,German,411861.3333333333,1186281,24507,3,Lewis Hamilton,39.0
7,4,4,12.0,51,5717620,39,107.044,201.887,Mercedes,German,21150.5,21470,20831,2,Lewis Hamilton,39.0
4,3,3,15.0,70,5788763,69,76.167,206.120,Mercedes,German,23843.0,23845,23841,2,Lewis Hamilton,39.0
5,3,3,16.0,52,8276536,52,90.51,234.312,Mercedes,German,1035240.3333333334,3046888,28996,3,Lewis Hamilton,39.0
8,3,3,15.0,71,5105529,63,69.0,225.286,Mercedes,German,22861.5,23026,22697,2,Lewis Hamilton,39.0
4,2,2,18.0,53,5412699,30,97.668,215.333,Mercedes,German,37189.0,37189,37189,1,Lewis Hamilton,39.0
7,2,2,19.0,70,5983746,57,81.386,193.787,Mercedes,German,21897.0,22095,21699,2,Lewis Hamilton,39.0
4,4,4,12.0,72,5815789,54,73.854,207.604,Mercedes,German,17455.0,19164,14155,3,Lewis Hamilton,39.0
19,5,5,10.0,53,4832891,43,84.434,246.995,Mercedes,German,24282.0,24282,24282,1,Lewis Hamilton,39.0
3,9,9,2.0,59,7401753,58,110.622,164.766,Mercedes,German,41019.0,41019,41019,1,Lewis Hamilton,39.0
6,5,5,10.0,28,10944330,11,105.53,198.097,Mercedes,German,210781.5,396504,25059,2,Lewis Hamilton,39.0
3,2,2,18.0,56,6136710,45,99.83,198.805,Mercedes,German,24248.5,24362,24135,2,Lewis Hamilton,39.0
3,2,2,18.0,71,5931915,32,82.062,188.813,Mercedes,German,23194.0,23194,23194,1,Lewis Hamilton,39.0
2,2,2,18.0,71,5915573,63,73.94200000000001,209.791,Mercedes,German,23748.0,24081,23415,2,Lewis Hamilton,39.0
